ZipCode	Zip Code
PplAncRep_WestIndExclHisp_Anc019	People with ancestry reported: West Indian (excluding Hispanic groups): British West Indian
PplAncRep_WestIndExclHisp_Anc031	People with ancestry reported: West Indian (excluding Hispanic groups): Dutch West Indian
PplAncRep_WestIndExclHisp_Anc045	People with ancestry reported: West Indian (excluding Hispanic groups): Haitian
PplAncRep_WestIndExclHisp_Anc053	People with ancestry reported: West Indian (excluding Hispanic groups): Jamaican
PplAncRep_WestIndExclHisp_Anc092	People with ancestry reported: West Indian (excluding Hispanic groups): Trinidadian and Tobagonian
PplAncRep_WestIndExclHisp_Anc094	People with ancestry reported: West Indian (excluding Hispanic groups): U.S. Virgin Islander
PplAncRep_WestIndExclHisp_Anc099	People with ancestry reported: West Indian (excluding Hispanic groups): West Indian
PplAncRep_WestIndExclHisp_Anc069	People with ancestry reported: West Indian (excluding Hispanic groups): Other West Indian
PplAncRep_Anc100	People with ancestry reported: Yugoslavian
PplAncRep_OthGrps	People with ancestry reported: Other groups
FrgnBornPop_Tot	Foreign-born population: Total:
FrgnBornPop_Eur	Foreign-born population: Europe:
FrgnBornPop_Eur_NrthEur	Foreign-born population: Europe: Northern Europe:
FrgnBornPop_Eur_NrthEur_Ctry096	Foreign-born population: Europe: Northern Europe: United Kingdom
FrgnBornPop_Eur_NrthEur_Ctry042	Foreign-born population: Europe: Northern Europe: Ireland
FrgnBornPop_Eur_NrthEur_Ctry089	Foreign-born population: Europe: Northern Europe: Sweden
FrgnBornPop_Eur_NrthEur_Ctry068	Foreign-born population: Europe: Northern Europe: Other Northern Europe
FrgnBornPop_Eur_WestrnEur	Foreign-born population: Europe: Western Europe:
FrgnBornPop_Eur_WestrnEur_Ctry007	Foreign-born population: Europe: Western Europe: Austria
FrgnBornPop_Eur_WestrnEur_Ctry028	Foreign-born population: Europe: Western Europe: France
FrgnBornPop_Eur_WestrnEur_Ctry029	Foreign-born population: Europe: Western Europe: Germany
FrgnBornPop_Eur_WestrnEur_Ctry056	Foreign-born population: Europe: Western Europe: Netherlands
FrgnBornPop_Eur_WestrnEur_Ctry076	Foreign-born population: Europe: Western Europe: Other Western Europe
FrgnBornPop_Eur_SouthrnEur	Foreign-born population: Europe: Southern Europe:
FrgnBornPop_Eur_SouthrnEur_Ctry031	Foreign-born population: Europe: Southern Europe: Greece
FrgnBornPop_Eur_SouthrnEur_Ctry044	Foreign-born population: Europe: Southern Europe: Italy
FrgnBornPop_Eur_SouthrnEur_Ctry083	Foreign-born population: Europe: Southern Europe: Portugal
FrgnBornPop_Eur_SouthrnEur_Ctry088	Foreign-born population: Europe: Southern Europe: Spain
FrgnBornPop_Eur_SouthrnEur_Ctry073	Foreign-born population: Europe: Southern Europe: Other Southern Europe
FrgnBornPop_Eur_EstnEur	Foreign-born population: Europe: Eastern Europe:
FrgnBornPop_Eur_EstnEur_Ctry021	Foreign-born population: Europe: Eastern Europe: Czechoslovakia (includes Czech Republic and Slovakia)
FrgnBornPop_Eur_EstnEur_Ctry037	Foreign-born population: Europe: Eastern Europe: Hungary
FrgnBornPop_Eur_EstnEur_Ctry081	Foreign-born population: Europe: Eastern Europe: Poland
FrgnBornPop_Eur_EstnEur_Ctry084	Foreign-born population: Europe: Eastern Europe: Romania
FrgnBornPop_Eur_EstnEur_Ctry010	Foreign-born population: Europe: Eastern Europe: Belarus
FrgnBornPop_Eur_EstnEur_Ctry085	Foreign-born population: Europe: Eastern Europe: Russia
FrgnBornPop_Eur_EstnEur_Ctry095	Foreign-born population: Europe: Eastern Europe: Ukraine
FrgnBornPop_Eur_EstnEur_Ctry012	Foreign-born population: Europe: Eastern Europe: Bosnia and Herzegovina
FrgnBornPop_Eur_EstnEur_Ctry099	Foreign-born population: Europe: Eastern Europe: Yugoslavia
FrgnBornPop_Eur_EstnEur_Ctry065	Foreign-born population: Europe: Eastern Europe: Other Eastern Europe
FrgnBornPop_Eur_Ctry027	Foreign-born population: Europe: Europe, n.e.c.
FrgnBornPop_Asia	Foreign-born population: Asia:
FrgnBornPop_Asia_EstnAsia	Foreign-born population: Asia: Eastern Asia:
FrgnBornPop_Asia_EstnAsia_China	Foreign-born population: Asia: Eastern Asia: China:
FrgnBornPop_Asia_EstnAsia_China_Ctry017	Foreign-born population: Asia: Eastern Asia: China: China, excluding Hong Kong and Taiwan
FrgnBornPop_Asia_EstnAsia_China_Ctry036	Foreign-born population: Asia: Eastern Asia: China: Hong Kong
FrgnBornPop_Asia_EstnAsia_China_Ctry091	Foreign-born population: Asia: Eastern Asia: China: Taiwan
FrgnBornPop_Asia_EstnAsia_Ctry046	Foreign-born population: Asia: Eastern Asia: Japan
FrgnBornPop_Asia_EstnAsia_Ctry048	Foreign-born population: Asia: Eastern Asia: Korea
FrgnBornPop_Asia_EstnAsia_Ctry064	Foreign-born population: Asia: Eastern Asia: Other Eastern Asia
FrgnBornPop_Asia_SouthCentAsia	Foreign-born population: Asia: South Central Asia:
FrgnBornPop_Asia_SouthCentAsia_Ctry001	Foreign-born population: Asia: South Central Asia: Afghanistan
FrgnBornPop_Asia_SouthCentAsia_Ctry008	Foreign-born population: Asia: South Central Asia: Bangladesh
FrgnBornPop_Asia_SouthCentAsia_Ctry038	Foreign-born population: Asia: South Central Asia: India
FrgnBornPop_Asia_SouthCentAsia_Ctry040	Foreign-born population: Asia: South Central Asia: Iran
FrgnBornPop_Asia_SouthCentAsia_Ctry077	Foreign-born population: Asia: South Central Asia: Pakistan
FrgnBornPop_Asia_SouthCentAsia_Ctry070	Foreign-born population: Asia: South Central Asia: Other South Central Asia
FrgnBornPop_Asia_SouthEastAsia	Foreign-born population: Asia: South Eastern Asia:
FrgnBornPop_Asia_SouthEastAsia_Ctry014	Foreign-born population: Asia: South Eastern Asia: Cambodia
FrgnBornPop_Asia_SouthEastAsia_Ctry039	Foreign-born population: Asia: South Eastern Asia: Indonesia
FrgnBornPop_Asia_SouthEastAsia_Ctry049	Foreign-born population: Asia: South Eastern Asia: Laos
FrgnBornPop_Asia_SouthEastAsia_Ctry051	Foreign-born population: Asia: South Eastern Asia: Malaysia
FrgnBornPop_Asia_SouthEastAsia_Ctry080	Foreign-born population: Asia: South Eastern Asia: Philippines
FrgnBornPop_Asia_SouthEastAsia_Ctry092	Foreign-born population: Asia: South Eastern Asia: Thailand
FrgnBornPop_Asia_SouthEastAsia_Ctry098	Foreign-born population: Asia: South Eastern Asia: Vietnam
FrgnBornPop_Asia_SouthEastAsia_Ctry071	Foreign-born population: Asia: South Eastern Asia: Other South Eastern Asia
FrgnBornPop_Asia_WestrnAsia	Foreign-born population: Asia: Western Asia:
FrgnBornPop_Asia_WestrnAsia_Ctry041	Foreign-born population: Asia: Western Asia: Iraq
FrgnBornPop_Asia_WestrnAsia_Ctry043	Foreign-born population: Asia: Western Asia: Israel
FrgnBornPop_Asia_WestrnAsia_Ctry047	Foreign-born population: Asia: Western Asia: Jordan
FrgnBornPop_Asia_WestrnAsia_Ctry050	Foreign-born population: Asia: Western Asia: Lebanon
FrgnBornPop_Asia_WestrnAsia_Ctry090	Foreign-born population: Asia: Western Asia: Syria
FrgnBornPop_Asia_WestrnAsia_Ctry094	Foreign-born population: Asia: Western Asia: Turkey
FrgnBornPop_Asia_WestrnAsia_Ctry004	Foreign-born population: Asia: Western Asia: Armenia
FrgnBornPop_Asia_WestrnAsia_Ctry075	Foreign-born population: Asia: Western Asia: Other Western Asia
FrgnBornPop_Asia_Ctry005	Foreign-born population: Asia: Asia, n.e.c.
FrgnBornPop_Africa	Foreign-born population: Africa:
FrgnBornPop_Africa_EstnAfrica	Foreign-born population: Africa: Eastern Africa:
FrgnBornPop_Africa_EstnAfrica_Ctry026	Foreign-born population: Africa: Eastern Africa: Ethiopia
FrgnBornPop_Africa_EstnAfrica_Ctry063	Foreign-born population: Africa: Eastern Africa: Other Eastern Africa
FrgnBornPop_Africa_Ctry055	Foreign-born population: Africa: Middle Africa
FrgnBornPop_Africa_NrthAfrica	Foreign-born population: Africa: Northern Africa:
FrgnBornPop_Africa_NrthAfrica_Ctry024	Foreign-born population: Africa: Northern Africa: Egypt
FrgnBornPop_Africa_NrthAfrica_Ctry066	Foreign-born population: Africa: Northern Africa: Other Northern Africa
FrgnBornPop_Africa_SouthrnAfrica	Foreign-born population: Africa: Southern Africa:
FrgnBornPop_Africa_SouthrnAfrica_Ctry087	Foreign-born population: Africa: Southern Africa: South Africa
FrgnBornPop_Africa_SouthrnAfrica_Ctry072	Foreign-born population: Africa: Southern Africa: Other Southern Africa
FrgnBornPop_Africa_WestrnAfr	Foreign-born population: Africa: Western Africa:
FrgnBornPop_Africa_WestrnAfr_Ctry030	Foreign-born population: Africa: Western Africa: Ghana
FrgnBornPop_Africa_WestrnAfr_Ctry058	Foreign-born population: Africa: Western Africa: Nigeria
FrgnBornPop_Africa_WestrnAfr_Ctry086	Foreign-born population: Africa: Western Africa: Sierra Leone
FrgnBornPop_Africa_WestrnAfr_Ctry074	Foreign-born population: Africa: Western Africa: Other Western Africa
FrgnBornPop_Africa_Ctry002	Foreign-born population: Africa: Africa, n.e.c.
FrgnBornPop_Oceania	Foreign-born population: Oceania:
FrgnBornPop_Oceania_AustNZealSub	Foreign-born population: Oceania: Australia and New Zealand Subregion:
FrgnBornPop_Oceania_AustNZealSub_Ctry006	Foreign-born population: Oceania: Australia and New Zealand Subregion: Australia
FrgnBornPop_Oceania_AustNZealSub_Ctry060	Foreign-born population: Oceania: Australia and New Zealand Subregion: Other Australian and New Zealand Subregion
FrgnBornPop_Oceania_Ctry052	Foreign-born population: Oceania: Melanesia
FrgnBornPop_Oceania_Ctry054	Foreign-born population: Oceania: Micronesia
FrgnBornPop_Oceania_Ctry082	Foreign-born population: Oceania: Polynesia
FrgnBornPop_Oceania_Ctry059	Foreign-born population: Oceania: Oceania, n.e.c.
FrgnBornPop_Amer	Foreign-born population: Americas:
FrgnBornPop_Amer_LatAmer	Foreign-born population: Americas: Latin America:
FrgnBornPop_Amer_LatAmer_Carib	Foreign-born population: Americas: Latin America: Caribbean:
FrgnBornPop_Amer_LatAmer_Carib_Ctry009	Foreign-born population: Americas: Latin America: Caribbean: Barbados
FrgnBornPop_Amer_LatAmer_Carib_Ctry020	Foreign-born population: Americas: Latin America: Caribbean: Cuba
FrgnBornPop_Amer_LatAmer_Carib_Ctry022	Foreign-born population: Americas: Latin America: Caribbean: Dominican Republic
FrgnBornPop_Amer_LatAmer_Carib_Ctry034	Foreign-born population: Americas: Latin America: Caribbean: Haiti
FrgnBornPop_Amer_LatAmer_Carib_Ctry045	Foreign-born population: Americas: Latin America: Caribbean: Jamaica
FrgnBornPop_Amer_LatAmer_Carib_Ctry093	Foreign-born population: Americas: Latin America: Caribbean: Trinidad and Tobago
FrgnBornPop_Amer_LatAmer_Carib_Ctry061	Foreign-born population: Americas: Latin America: Caribbean: Other Caribbean
FrgnBornPop_Amer_LatAmer_CentAmer	Foreign-born population: Americas: Latin America: Central America:
FrgnBornPop_Amer_LatAmer_CentAmer_Ctry053	Foreign-born population: Americas: Latin America: Central America: Mexico
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer	Foreign-born population: Americas: Latin America: Central America: Other Central America:
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry019	Foreign-born population: Americas: Latin America: Central America: Other Central America: Costa Rica
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry025	Foreign-born population: Americas: Latin America: Central America: Other Central America: El Salvador
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry032	Foreign-born population: Americas: Latin America: Central America: Other Central America: Guatemala
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry035	Foreign-born population: Americas: Latin America: Central America: Other Central America: Honduras
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry057	Foreign-born population: Americas: Latin America: Central America: Other Central America: Nicaragua
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry078	Foreign-born population: Americas: Latin America: Central America: Other Central America: Panama
FrgnBornPop_Amer_LatAmer_CentAmer_OthCentAmer_Ctry062	Foreign-born population: Americas: Latin America: Central America: Other Central America: Other Central America
FrgnBornPop_Amer_LatAmer_SouthAmer	Foreign-born population: Americas: Latin America: South America:
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry003	Foreign-born population: Americas: Latin America: South America: Argentina
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry011	Foreign-born population: Americas: Latin America: South America: Bolivia
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry013	Foreign-born population: Americas: Latin America: South America: Brazil
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry016	Foreign-born population: Americas: Latin America: South America: Chile
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry018	Foreign-born population: Americas: Latin America: South America: Colombia
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry023	Foreign-born population: Americas: Latin America: South America: Ecuador
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry033	Foreign-born population: Americas: Latin America: South America: Guyana
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry079	Foreign-born population: Americas: Latin America: South America: Peru
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry097	Foreign-born population: Americas: Latin America: South America: Venezuela
FrgnBornPop_Amer_LatAmer_SouthAmer_Ctry069	Foreign-born population: Americas: Latin America: South America: Other South America
FrgnBornPop_Amer_NrthAmer	Foreign-born population: Americas: Northern America:
FrgnBornPop_Amer_NrthAmer_Ctry015	Foreign-born population: Americas: Northern America: Canada
FrgnBornPop_Amer_NrthAmer_Ctry067	Foreign-born population: Americas: Northern America: Other Northern America
FrgnBornPop_BornSea	Foreign-born population: Born at sea
