ZipCode	Zip Code
HHWHhHisp_Hh65to74y_Usd75kto100k	Households with a householder who is Hispanic or Latino: Householder 65 to 74 years: $75,000 to $99,999
HHWHhHisp_Hh65to74y_Usd100kto125k	Households with a householder who is Hispanic or Latino: Householder 65 to 74 years: $100,000 to $124,999
HHWHhHisp_Hh65to74y_Usd125kto150k	Households with a householder who is Hispanic or Latino: Householder 65 to 74 years: $125,000 to $149,999
HHWHhHisp_Hh65to74y_Usd150kto200k	Households with a householder who is Hispanic or Latino: Householder 65 to 74 years: $150,000 to $199,999
HHWHhHisp_Hh65to74y_Usd200korM	Households with a householder who is Hispanic or Latino: Householder 65 to 74 years: $200,000 or more
HHWHhHisp_HhGte75y	Households with a householder who is Hispanic or Latino: Householder 75 years and over:
HHWHhHisp_HhGte75y_LtUsd10k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: Less than $10,000
HHWHhHisp_HhGte75y_Usd10kto15k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $10,000 to $14,999
HHWHhHisp_HhGte75y_Usd15kto20k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $15,000 to $19,999
HHWHhHisp_HhGte75y_Usd20kto25k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $20,000 to $24,999
HHWHhHisp_HhGte75y_Usd25kto30k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $25,000 to $29,999
HHWHhHisp_HhGte75y_Usd30kto35k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $30,000 to $34,999
HHWHhHisp_HhGte75y_Usd35kto40k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $35,000 to $39,999
HHWHhHisp_HhGte75y_Usd40kto45k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $40,000 to $44,999
HHWHhHisp_HhGte75y_Usd45kto50k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $45,000 to $49,999
HHWHhHisp_HhGte75y_Usd50kto60k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $50,000 to $59,999
HHWHhHisp_HhGte75y_Usd60kto75k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $60,000 to $74,999
HHWHhHisp_HhGte75y_Usd75kto100k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $75,000 to $99,999
HHWHhHisp_HhGte75y_Usd100kto125k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $100,000 to $124,999
HHWHhHisp_HhGte75y_Usd125kto150k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $125,000 to $149,999
HHWHhHisp_HhGte75y_Usd150kto200k	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $150,000 to $199,999
HHWHhHisp_HhGte75y_Usd200korM	Households with a householder who is Hispanic or Latino: Householder 75 years and over: $200,000 or more
